College Name,Genders Accepted,Total811Student811Enrollments,Total Faculty,Established Year,University,City,State,College Type,Average Fees
Sri Subramanya College of Engineering and Technology,Co-Ed,649,124,2000,"Anna University, Chennai",Palani,Tamil Nadu,Private,200000
Sri Sarada Institute of Science and Technology,Co-Ed,811,69,2007,"Jawaharlal Nehru Technological University, Hyderabad",Ghatkesar,Telangana,Private,128000
Sri Rangapoopathi College of Engineering,Co-Ed,307,105,2009,"Anna University, Chennai",Villupuram,Tamil Nadu,Private,132800
Sri Krishna College of Engineering,Co-Ed,576,84,2009,"Anna University, Chennai",Arakkonam,Tamil Nadu,Private,160000
Sri Basaveshwara Institute of Technology,Co-Ed,811,51,2008,"Visvesvaraya Technological University, Belagavi",Tumakuru,Karnataka,Private,185000
Srajan Institute of Technology,Co-Ed,378,53,2009,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Ratlam,Madhya Pradesh,Private,182000
Spintronic Technology and Advance Research,Co-Ed,811,101,2009,"Biju Patnaik University of Technology, Rourkela",Bhubaneshwar,Odisha,Private,151071.4286
South Point Institute of Technology and Management,Co-Ed,676,70,2008,"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",Sonipat,Haryana,Private,166500
SMR East Coast College of Engineering and Technology,Co-Ed,180,72,2010,"Anna University, Chennai",Peravurani,Tamil Nadu,Private,160000
SIRDA Institute of Engineering and Technology,Co-Ed,811,107,2009,"Himachal Pradesh Technical University, Hamirpur",Mandi,Himachal Pradesh,Private,225400
Sir Issac Newton College of Engineering and Technology,Co-Ed,811,85,2010,"Anna University, Chennai",Nagapattinam,Tamil Nadu,Private,280000
Siddhivinayak Technical Campus,Co-Ed,697,84,2011,"Sant Gadge Baba Amravati University, Amravati",Chincholi,Maharashtra,Private,160000
Shri Yogindra Sagar Institute of Technology and Science,Co-Ed,573,65,2008,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Ratlam,Madhya Pradesh,Private,169028.5714
Shri Tulja Bhavani College of Engineering,Co-Ed,442,47,1983,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",Tuljapur,Maharashtra,Private,105714.2857
Shri Shankarprasad Agnihotri College of Engineering,Co-Ed,530,18,2007,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Wardha,Maharashtra,Private,285333.3333
Shri Balaji Institute of Technology and Management,Co-Ed,998,95,2009,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Sakadehi,Madhya Pradesh,Private,146500
Shri Angalamman College of Engineering and Technology,Co-Ed,485,90,1991,"Anna University, Chennai",Tiruchirappalli,Tamil Nadu,Private,160000
Shiva Institute of Engineering and Technology,Co-Ed,533,72,2009,"Himachal Pradesh Technical University, Hamirpur",Chandpur,Himachal Pradesh,Private,218416.6667
Shiv Shankar Institute of Engineering and Technology,Co-Ed,335,51,2004,"IK Gujral Punjab Technical University, Jalandhar",Patti Rural,Punjab,Private,305200
Shanti Institute of Technology,Co-Ed,161,60,2008,"Dr APJ Abdul Kalam Technical University, Lucknow",Meerut,Uttar Pradesh,Private,293428.5714
Shahul Hameed Memorial Engineering College,Co-Ed,326,77,2002,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kollam,Kerala,Private,145000
Sengunthar College of Engineering,Co-Ed,513,104,2007,"Anna University, Chennai",Tiruchengode,Tamil Nadu,Private,170000
SelaQui Academy of Higher Education,Co-Ed,811,29,2010,"Uttarakhand Technical University, Dehradun",Dehradun,Uttarakhand,Private,422000
SCOPE College of Engineering,Co-Ed,974,132,2005,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,135400
Savera Educational Trust Group of Institutions,Co-Ed,811,69,2007,"Maharshi Dayanand University, Rohtak",Farukh Nagar,Haryana,Private,196916.6667
Sat Kabir Institute of Technology and Management,Co-Ed,714,85,2009,"Maharshi Dayanand University, Rohtak",Shahpur,Haryana,Private,193250
Saraswati Higher Education and Technical College of Engineering,Co-Ed,764,151,2007,"Dr APJ Abdul Kalam Technical University, Lucknow",Varanasi,Uttar Pradesh,Private,187500
Sanjay Memorial Institute of Technology,Co-Ed,102,57,1980,"Biju Patnaik University of Technology, Rourkela",Ganjam,Odisha,Private,180000
Sanjay Institute of Engineering and Management,Co-Ed,811,57,2006,"Dr APJ Abdul Kalam Technical University, Lucknow",Atas Bangar,Uttar Pradesh,Private,246000
Sai Institute of Engineering and Technology,Co-Ed,81,99,2008,"IK Gujral Punjab Technical University, Jalandhar",Amritsar,Punjab,Private,214285.7143
Rayat-Bahra Royal Institute of Management and Technology,Co-Ed,811,59,2008,"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",Nagar,Haryana,Private,191500
Ranippettai Engineering College,Co-Ed,274,133,1999,"Anna University, Chennai",Vellore,Tamil Nadu,Private,145714.2857
Ranganathan Engineering College,Co-Ed,313,236,2007,"Anna University, Chennai",Coimbatore,Tamil Nadu,Private,160000
Ramgarhia Institute of Engineering and Technology,Co-Ed,1336,121,2003,"IK Gujral Punjab Technical University, Jalandhar",Phagwara,Punjab,Private,215545.4545
Aurora's Research and Technological Institute,Co-Ed,811,138,1999,"Jawaharlal Nehru Technological University, Hyderabad",Warangal,Telangana,Private,156625
Rama Institute of Engineering and Technology,Co-Ed,811,52,2007,"Gautam Buddha University, Greater Noida",Kanpur,Uttar Pradesh,Private,360000
Rajdhani Institute of Technology and Management,Co-Ed,811,101,2008,"Rajasthan Technical University, Kota",Daloowala,Rajasthan,Private,280000
Rajdhani Engineering College,Co-Ed,585,55,2010,"Rajasthan Technical University, Kota",Jaisinghpura at Roopwas,Rajasthan,Private,315000
Rajas Institute of Technology,Female,518,66,2009,"Anna University, Chennai",Kothaigrammam,Tamil Nadu,Private,133750
Quba College of Engineering and Technology,Co-Ed,458,132,2002,"Jawaharlal Nehru Technological University, Anantapur",Nellore,Andhra Pradesh,Private,120363.6364
Purandar College of Engineering and Management Research,Co-Ed,811,69,2010,"Savitribai Phule Pune University, Pune",Yewalewadi,Maharashtra,Private,248000
Pulla Reddy Institute of Technology,Co-Ed,811,105,2008,"Jawaharlal Nehru Technological University, Hyderabad",Hanamkonda,Telangana,Private,118500
Priyadarshini Indira Gandhi College of Engineering,Co-Ed,963,50,2008,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Private,336000
Prabhat Engineering College,Co-Ed,811,73,2008,"Dr APJ Abdul Kalam Technical University, Lucknow",Kanpur Dehat,Uttar Pradesh,Private,224500
Poojya Sane Guruji Vidya Prasarak Mandal's DN Patel College of Engineering,Co-Ed,811,61,1983,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Untavad,Maharashtra,Private,193250
Podhigai College of Engineering and Technology,Co-Ed,374,63,2009,"Anna University, Chennai",Pallipattu,Tamil Nadu,Private,280000
Pink City Engineering College and Research Centre,Co-Ed,811,53,2010,"Rajasthan Technical University, Kota",Badanpura,Rajasthan,Private,240000
Phaltan Education Society's College of Engineering,Co-Ed,279,58,2011,"Dr Babasaheb Ambedkar Technological University, Lonere",Thakurki,Maharashtra,Private,197000
Panchkula Engineering College,Co-Ed,168,68,2008,"Kurukshetra University, Kurukshetra",Haripur,Haryana,Private,222222.2222
Pacific Institute of Technology,Co-Ed,811,102,2008,"Pacific University, Udaipur",Udaipur,Rajasthan,Private,202857.1429
Paavai College of Engineering,Co-Ed,1621,159,2006,"Anna University, Chennai",Ananthakrishnarayasamudram,Tamil Nadu,Private,138750
Northern Institute of Engineering Technical Campus,Co-Ed,1056,84,2005,"Rajasthan Technical University, Kota",Baldeobas,Rajasthan,Private,209375
North West Institute of Engineering and Technology,Co-Ed,811,108,2008,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Dhudike,Punjab,Private,213090.9091
North India Institute of Technology,Co-Ed,682,109,2009,"Dr APJ Abdul Kalam Technical University, Lucknow",Nekpur,Uttar Pradesh,Private,193300
Narayanaguru College of Engineering,Co-Ed,508,133,2002,"Anna University, Chennai",Mancode,Tamil Nadu,Private,122666.6667
NSN College of Engineering and Technology,Co-Ed,1111,109,2011,"Anna University, Chennai",Kakkavadi,Tamil Nadu,Private,160000
MRK Institute of Technology,Co-Ed,906,61,2009,"Anna University, Chennai",Kattumannarkoil,Tamil Nadu,Private,160000
Modern Institute of Technology and Management,Co-Ed,1176,92,2008,"Biju Patnaik University of Technology, Rourkela",Bhubaneswar,Odisha,Private,193142.8571
Modern Institute of Engineering and Technology,Co-Ed,1043,16,2008,"Kurukshetra University, Kurukshetra",Kurukshetra,Haryana,Private,202222.2222
MIET Kumaon,Co-Ed,40,31,2011,"Uttarakhand Technical University, Dehradun",Ansingh Nawar,Uttarakhand,Private,195266.6667
Maya Institute of Technology and Management,Co-Ed,281,62,2010,"Uttarakhand Technical University, Dehradun",Selakui,Uttarakhand,Private,308000
Matu Ram Institute of Engineering and Management,Co-Ed,488,27,2008,"Maharshi Dayanand University, Rohtak",Rohtak,Haryana,Private,201000
Mathuradevi Institute of Technology and Management,Co-Ed,319,14,2007,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh,Private,148400
Marudhar Engineering College,Co-Ed,811,85,2003,"Rajasthan Technical University, Kota",Bikaner,Rajasthan,Private,251785.7143
Manda Institute of Technology,Co-Ed,133,99,2018,"Bikaner Technical University, Bikaner",Bikaner,Rajasthan,Private,253545.4545
Malwa Institute of Science and Technology,Co-Ed,1233,147,2007,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Palakhedi,Madhya Pradesh,Private,149541.6667
Maheshwara Engineering College,Co-Ed,811,69,1999,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,117181.8182
Mahendra Institute of Technology,Co-Ed,2045,260,2007,"Anna University, Chennai",Tiruchengode,Tamil Nadu,Private,160000
Maharishi Markandeshwar Group of Institutions,Co-Ed,811,69,2010,"Kurukshetra University, Kurukshetra",Karnal,Haryana,Private,216600
Maharaja Institute of Technology,Co-Ed,1329,76,2008,"Biju Patnaik University of Technology, Rourkela",Khordha,Odisha,Private,208000
Maharaja College of Engineering,Co-Ed,811,36,2008,"Rajasthan Technical University, Kota",Debari,Rajasthan,Private,240000
Maharaja Agrasen College of Engineering and Technology,Co-Ed,811,101,2009,"Dr APJ Abdul Kalam Technical University, Lucknow",Bagadpur Mafi,Uttar Pradesh,Private,219333.3333
Mahakal Institute of Technology and Science,Co-Ed,93,6,2006,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Ujjain,Madhya Pradesh,Private,137000
Leads Institute of Technology and Engineering,Female,811,40,2010,"Gujarat Technological University, Ahmedabad",Matar,Gujarat,Private,200000
LDC Institute of Technical Studies,Co-Ed,933,108,2007,"Dr APJ Abdul Kalam Technical University, Lucknow",Soraon,Uttar Pradesh,Private,200800
Kumaran Institute of Technology,Co-Ed,114,42,2012,"Anna University, Chennai",Nandiambakkam,Tamil Nadu,Private,160000
Loknete Gopinathji Munde Institute of Engineering Education and Research,Co-Ed,853,13,2011,"Savitribai Phule Pune University, Pune",Nashik,Maharashtra,Private,196000
Kodada Institute of Technology and Science for Women,Female,1115,153,2008,"Jawaharlal Nehru Technological University, Hyderabad",Khanapuram,Telangana,Private,125846.1538
Kings Group of Institutions,Co-Ed,811,82,2008,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Barnala,Punjab,Private,314857.1429
Khurana Sawant Institute of Engineering and Technology,Co-Ed,117,33,2009,"Swami Ramanand Teerth Marathwada University, Nanded",Hingoli,Maharashtra,Private,107000
Khalsa College of Engineering and Technology,Co-Ed,324,34,2009,"IK Gujral Punjab Technical University, Jalandhar",Amritsar,Punjab,Private,309000
KC College of Engineering and Information Technology,Co-Ed,385,72,2004,"IK Gujral Punjab Technical University, Jalandhar",Nawanshahr,Punjab,Private,292666.6667
Karnal Institute of Technology and Management,Co-Ed,811,72,2008,"Kurukshetra University, Kurukshetra",Kunjpura,Haryana,Private,210625
Karmayogi Engineering College,Co-Ed,579,57,2009,"Dr Babasaheb Ambedkar Technological University, Lonere",Khed Bhalawani,Maharashtra,Private,302000
KORM College of Engineering,Co-Ed,730,18,2006,"Jawaharlal Nehru Technological University, Anantapur",Krishnapuram Village,Andhra Pradesh,Private,127500
Kali Charan Nigam Institute of Technology,Co-Ed,1037,93,2002,"Dr APJ Abdul Kalam Technical University, Lucknow",Banda,Uttar Pradesh,Private,203545
Rajarshi Shahu College of Engineering,Co-Ed,382,32,2008,"Sant Gadge Baba Amravati University, Amravati",Buldana,Maharashtra,Private,188000
Jogaiah Institute of Technology and Sciences,Co-Ed,522,127,2007,"Jawaharlal Nehru Technological University, Kakinada",Kalagampudi,Andhra Pradesh,Private,131583.3333
Jaipur Institute of Engineering and Technology,Co-Ed,108,69,2009,"Rajasthan Technical University, Kota",Nestiwas,Rajasthan,Private,325000
Jagadambha College of Engineering and Technology,Co-Ed,1189,93,2009,"Sant Gadge Baba Amravati University, Amravati",Yavatmal,Maharashtra,Private,219555.5556
JS Institute of Management and Technology,Co-Ed,811,69,2007,"JS University, Shikohabad",Shikohabad,Uttar Pradesh,Private,118340
International Institute of Technology and Business,Co-Ed,104,46,2009,"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",Jhundpur,Haryana,Private,165333.3333
International Centre of Excellence in Engineering and Management,Co-Ed,520,10,2011,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",Aurangabad,Maharashtra,Private,186800
Institute of Science and Technology,Co-Ed,811,69,2007,"Kurukshetra University, Kurukshetra",Yamuna Nagar,Haryana,Private,222500
Infinity Management and Engineering College,Co-Ed,105,105,2009,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Sagar,Madhya Pradesh,Private,134707.6923
Infant Jesus College of Engineering,Co-Ed,671,93,2001,"Anna University, Chennai",Thoothukudi,Tamil Nadu,Private,145714.2857
Indus Institute of Engineering and Technology,Co-Ed,811,125,2008,"Kurukshetra University, Kurukshetra",Kinana,Haryana,Private,219000
Indira Gandhi Institute of Engineering and Technology,Co-Ed,344,94,2009,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Ernakulam,Kerala,Private,230000
IASSCOM Fortune Institute of Technology,Co-Ed,811,125,2008,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Ratibad,Madhya Pradesh,Private,158750
Himalayan Institute of Engineering and Technology,Co-Ed,497,112,2009,"Himachal Pradesh Technical University, Hamirpur",Kala Amb,Himachal Pradesh,Private,214166.6667
Hasvita Institute of Management and Technology,Co-Ed,811,174,,"Jawaharlal Nehru Technological University, Hyderabad",Secunderabad,Telangana,Private,118166.6667
Gurgaon College of Engineering,Co-Ed,811,51,2007,"Maharshi Dayanand University, Rohtak",Bilaspur Khurd,Haryana,Private,394000
Gujarat Institute of Technical Studies,Co-Ed,122,129,2013,"Gujarat Technological University, Ahmedabad",Dalpur,Gujarat,Private,171428.5714
Gnanamani College of Technology,Co-Ed,2872,258,2006,"Anna University, Chennai",Namakkal,Tamil Nadu,Private,221428.5714
Global Group of Institutions,Co-Ed,811,69,2010,"Dr APJ Abdul Kalam Technical University, Lucknow",Harikansh Garhi,Uttar Pradesh,Private,269500
Garv Institute of Management and Technology,Co-Ed,119,30,2008,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Purai,Chhattisgarh,Private,182178.5714
VV College of Engineering,Co-Ed,835,122,2010,"Anna University, Chennai",Tirunelveli,Tamil Nadu,Private,160000
Dr Navalar Nedunchezhiyan College of Engineering,Co-Ed,501,84,1995,"Anna University, Chennai",Thozhuthur,Tamil Nadu,Private,160000
Dr Rizvi College of Engineering,Co-Ed,285,62,2007,"Dr APJ Abdul Kalam Technical University, Lucknow",Kaushambi,Uttar Pradesh,Private,93111.11111
Doaba Women Institute of Engineering and Technology,Female,66,7,2008,"IK Gujral Punjab Technical University, Jalandhar",Ghataur,Punjab,Private,291666.6667
Doaba Institute of Engineering and Technology,Co-Ed,918,104,2006,"IK Gujral Punjab Technical University, Jalandhar",Ghataur,Punjab,Private,288142.8571
DJR Institute of Engineering and Technology,Co-Ed,722,152,2009,"Jawaharlal Nehru Technological University, Kakinada",Velpuru,Andhra Pradesh,Private,120285.7143
DJR College of Engineering and Technology,Co-Ed,722,179,2009,"Jawaharlal Nehru Technological University, Kakinada",Vijayawada,Andhra Pradesh,Private,104636.3636
Desh Bhagat Foundation Group of Institutions,Co-Ed,806,78,2009,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Dagru,Punjab,Private,206251.4286
Coastal Institute of Technology and Management,Co-Ed,921,79,2008,"Jawaharlal Nehru Technological University, Kakinada",Vizianagaram,Andhra Pradesh,Private,152571.4286
Chintalapudi Engineering College,Co-Ed,722,149,2009,"Jawaharlal Nehru Technological University, Kakinada",Guntur,Andhra Pradesh,Private,140000
CAPE Institute of Technology,Co-Ed,1386,154,2001,"Anna University, Chennai",Tirunelveli,Tamil Nadu,Private,117846.1538
Bishamber Sahai Institute of Technology,Co-Ed,320,97,2009,"Uttarakhand Technical University, Dehradun",Roorkee,Uttarakhand,Private,120000
Bipradas Pal Chowdhury Institute of Technology,Co-Ed,707,21,1956,,Nadia,West Bengal,Private,3900
Biff and Bright College of Engineering and Technology,Co-Ed,800,96,2010,"Rajasthan Technical University, Kota",Padasoli,Rajasthan,Private,224428.5714
Bhubaneswar Institute of Technology,Co-Ed,762,51,2008,"Biju Patnaik University of Technology, Rourkela",Harapur,Odisha,Private,220000
ASK College of Technology and Management,Co-Ed,179,48,2010,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh,Private,140000
